resource_type,resource_id,provider,work_id,priority,rights_status,storage,reason
DIGITAL_VERSION,openiti_dv_0001CamrIbnQumaya.Diwan.JK007523-ara1,OpenITI / KITAB Project,openiti_work_0001CamrIbnQumaya.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1,OpenITI / KITAB Project,openiti_work_0001CamrIbnQumaya.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001CantaraIbnShaddad.Diwan.JK007526-ara1,OpenITI / KITAB Project,openiti_work_0001CantaraIbnShaddad.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2,OpenITI / KITAB Project,openiti_work_0001CantaraIbnShaddad.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1,OpenITI / KITAB Project,openiti_work_0001CantaraIbnShaddad.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1,OpenITI / KITAB Project,openiti_work_0001CantaraIbnShaddad.Mucallaqa,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001CurwaIbnWard.Diwan.JK007521-ara1,OpenITI / KITAB Project,openiti_work_0001CurwaIbnWard.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001CurwaIbnWard.Diwan.ShamAY0037959-ara1,OpenITI / KITAB Project,openiti_work_0001CurwaIbnWard.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001HajibIbnMudallil.Diwan.JK007515-ara1,OpenITI / KITAB Project,openiti_work_0001HajibIbnMudallil.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001HarithIbnHilliza.Diwan.JK007505-ara1,OpenITI / KITAB Project,openiti_work_0001HarithIbnHilliza.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1,OpenITI / KITAB Project,openiti_work_0001HarithIbnHilliza.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1,OpenITI / KITAB Project,openiti_work_0001HarithIbnHilliza.Mucallaqa,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001HatimTai.Diwan.JK007514-ara1,OpenITI / KITAB Project,openiti_work_0001HatimTai.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001HatimTai.Diwan.ShamAY0037913-ara1,OpenITI / KITAB Project,openiti_work_0001HatimTai.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001ImruQaysIbnHujr.Diwan.JK007512-ara1,OpenITI / KITAB Project,openiti_work_0001ImruQaysIbnHujr.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1,OpenITI / KITAB Project,openiti_work_0001ImruQaysIbnHujr.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001LaqitIbnYacmur.Diwan.JK007528-ara1,OpenITI / KITAB Project,openiti_work_0001LaqitIbnYacmur.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001LaqitIbnYacmur.Diwan.ShamAY0037835-ara1,OpenITI / KITAB Project,openiti_work_0001LaqitIbnYacmur.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001MuhalhilIbnRabica.Diwan.JK007529-ara1,OpenITI / KITAB Project,openiti_work_0001MuhalhilIbnRabica.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001MuhalhilIbnRabica.Diwan.ShamAY0037862-ara1,OpenITI / KITAB Project,openiti_work_0001MuhalhilIbnRabica.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001MuthaqqibCabdi.Diwan.JK007510-ara1,OpenITI / KITAB Project,openiti_work_0001MuthaqqibCabdi.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001MuthaqqibCabdi.Diwan.ShamAY0037895-ara1,OpenITI / KITAB Project,openiti_work_0001MuthaqqibCabdi.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001NabighaDhubyani.Diwan.JK007511-ara1,OpenITI / KITAB Project,openiti_work_0001NabighaDhubyani.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001NabighaDhubyani.Diwan.ShamAY0037896-ara1,OpenITI / KITAB Project,openiti_work_0001NabighaDhubyani.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001QaysIbnKhatim.Diwan.JK007527-ara1,OpenITI / KITAB Project,openiti_work_0001QaysIbnKhatim.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001QaysIbnKhatim.Diwan.ShamAY0037907-ara1,OpenITI / KITAB Project,openiti_work_0001QaysIbnKhatim.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001Quran.Mushaf.QuranAnalysis001-ara1,OpenITI / KITAB Project,openiti_work_0001Quran.Mushaf,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001Quran.Mushaf.Shia000001-ara1,OpenITI / KITAB Project,openiti_work_0001Quran.Mushaf,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001Quran.Mushaf.Tanzil001-ara1,OpenITI / KITAB Project,openiti_work_0001Quran.Mushaf,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001SalamaIbnJandal.Diwan.JK007517-ara1,OpenITI / KITAB Project,openiti_work_0001SalamaIbnJandal.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001SalamaIbnJandal.Diwan.ShamAY0037950-ara1,OpenITI / KITAB Project,openiti_work_0001SalamaIbnJandal.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001SamawalIbnCadiya.Diwan.JK007508-ara1,OpenITI / KITAB Project,openiti_work_0001SamawalIbnCadiya.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001SamawalIbnCadiya.Diwan.ShamAY0037887-ara1,OpenITI / KITAB Project,openiti_work_0001SamawalIbnCadiya.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001Shanfara.Diwan.JK007509-ara1,OpenITI / KITAB Project,openiti_work_0001Shanfara.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001Shanfara.Diwan.ShamAY0037893-ara1,OpenITI / KITAB Project,openiti_work_0001Shanfara.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001SulaykIbnSulaka.Diwan.JK007507-ara1,OpenITI / KITAB Project,openiti_work_0001SulaykIbnSulaka.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001SulaykIbnSulaka.Diwan.ShamAY0037886-ara1,OpenITI / KITAB Project,openiti_work_0001SulaykIbnSulaka.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001TaabbataSharran.Diwan.JK007513-ara1,OpenITI / KITAB Project,openiti_work_0001TaabbataSharran.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001TaabbataSharran.Diwan.ShamAY0037943-ara1,OpenITI / KITAB Project,openiti_work_0001TaabbataSharran.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001TarafaIbnCabd.Diwan.JK007518-ara2,OpenITI / KITAB Project,openiti_work_0001TarafaIbnCabd.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001TarafaIbnCabd.Diwan.Shamela0036422-ara1,OpenITI / KITAB Project,openiti_work_0001TarafaIbnCabd.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001TufaylGhanawi.Diwan.JK007519-ara1,OpenITI / KITAB Project,openiti_work_0001TufaylGhanawi.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001TufaylGhanawi.Diwan.ShamAY0037934-ara1,OpenITI / KITAB Project,openiti_work_0001TufaylGhanawi.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001ZuhayrIbnAbiSulma.Diwan.JK007516-ara1,OpenITI / KITAB Project,openiti_work_0001ZuhayrIbnAbiSulma.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001ZuhayrIbnAbiSulma.Diwan.ShamAY0037933-ara1,OpenITI / KITAB Project,openiti_work_0001ZuhayrIbnAbiSulma.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0001ZuhayrIbnAbiSulma.Mucallaqa.ShamAY0038525-ara1,OpenITI / KITAB Project,openiti_work_0001ZuhayrIbnAbiSulma.Mucallaqa,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0005Hadira.Diwan.JK007504-ara1,OpenITI / KITAB Project,openiti_work_0005Hadira.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0005Hadira.Diwan.ShamAY0037847-ara1,OpenITI / KITAB Project,openiti_work_0005Hadira.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0007MaymunIbnQaysAcsha.Diwan.JK007503-ara1,OpenITI / KITAB Project,openiti_work_0007MaymunIbnQaysAcsha.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0011CamirIbnTufayl.Diwan.JK007520-ara1,OpenITI / KITAB Project,openiti_work_0011CamirIbnTufayl.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0011CamirIbnTufayl.Diwan.Sham19Y0149871-ara1,OpenITI / KITAB Project,openiti_work_0011CamirIbnTufayl.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0021CamrZubaydi.Diwan.JK007536-ara1,OpenITI / KITAB Project,openiti_work_0021CamrZubaydi.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0021CamrZubaydi.Diwan.ShamAY0037905-ara1,OpenITI / KITAB Project,openiti_work_0021CamrZubaydi.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0022ShammakhIbnDirar.Diwan.JK007533-ara1,OpenITI / KITAB Project,openiti_work_0022ShammakhIbnDirar.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0022ShammakhIbnDirar.Diwan.ShamAY0037892-ara1,OpenITI / KITAB Project,openiti_work_0022ShammakhIbnDirar.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0024TumadirBinCamrKhansa.Diwan.JK007532-ara1,OpenITI / KITAB Project,openiti_work_0024TumadirBinCamrKhansa.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0024TumadirBinCamrKhansa.Diwan.ShamAY0037828-ara1,OpenITI / KITAB Project,openiti_work_0024TumadirBinCamrKhansa.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0026KacbIbnZuhayr.Diwan.JK007537-ara1,OpenITI / KITAB Project,openiti_work_0026KacbIbnZuhayr.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0026KacbIbnZuhayr.Diwan.ShamAY0037833-ara1,OpenITI / KITAB Project,openiti_work_0026KacbIbnZuhayr.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0030CurwaIbnHizam.Diwan.JK007555-ara1,OpenITI / KITAB Project,openiti_work_0030CurwaIbnHizam.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0030CurwaIbnHizam.Diwan.ShamAY0037960-ara1,OpenITI / KITAB Project,openiti_work_0030CurwaIbnHizam.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0037IbnMuqbil.Diwan.JK007530-ara1,OpenITI / KITAB Project,openiti_work_0037IbnMuqbil.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0037IbnMuqbil.Diwan.ShamAY0037879-ara1,OpenITI / KITAB Project,openiti_work_0037IbnMuqbil.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0040CaliIbnAbiTalib.Diwan.JK007540-ara1,OpenITI / KITAB Project,openiti_work_0040CaliIbnAbiTalib.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0040CaliIbnAbiTalib.Diwan.ShamAY0037911-ara1,OpenITI / KITAB Project,openiti_work_0040CaliIbnAbiTalib.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0041LabidIbnRabica.Diwan.JK007538-ara2,OpenITI / KITAB Project,openiti_work_0041LabidIbnRabica.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0041LabidIbnRabica.Diwan.Shamela0035077-ara1,OpenITI / KITAB Project,openiti_work_0041LabidIbnRabica.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0041LabidIbnRabica.Mucallaqa.ShamAY0038523-ara1,OpenITI / KITAB Project,openiti_work_0041LabidIbnRabica.Mucallaqa,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0045JarwalIbnAwsHutaya.Diwan.JK007531-ara1,OpenITI / KITAB Project,openiti_work_0045JarwalIbnAwsHutaya.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0045JarwalIbnAwsHutaya.Diwan.ShamAY0037850-ara1,OpenITI / KITAB Project,openiti_work_0045JarwalIbnAwsHutaya.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0050KhirniqBintBadr.Diwan.JK007506-ara1,OpenITI / KITAB Project,openiti_work_0050KhirniqBintBadr.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0050KhirniqBintBadr.Diwan.ShamAY0037827-ara1,OpenITI / KITAB Project,openiti_work_0050KhirniqBintBadr.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0054HassanIbnThabit.Diwan.JK007534-ara1,OpenITI / KITAB Project,openiti_work_0054HassanIbnThabit.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0054HassanIbnThabit.Diwan.ShamAY0037912-ara1,OpenITI / KITAB Project,openiti_work_0054HassanIbnThabit.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0060MucawiyaIbnAbiSufyan.Diwan.JK007541-ara1,OpenITI / KITAB Project,openiti_work_0060MucawiyaIbnAbiSufyan.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0060MucawiyaIbnAbiSufyan.Diwan.Sham19Y0149482-ara1,OpenITI / KITAB Project,openiti_work_0060MucawiyaIbnAbiSufyan.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0060SuwaydIbnAbiKahil.Diwan.Sham19Y0149485-ara1,OpenITI / KITAB Project,openiti_work_0060SuwaydIbnAbiKahil.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0063AbuDihbilJumahi.Diwan.Sham19Y0149016-ara1,OpenITI / KITAB Project,openiti_work_0063AbuDihbilJumahi.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0068CabdAllahIbnCabbas.GharibQuran.Shamela0023622-ara1,OpenITI / KITAB Project,openiti_work_0068CabdAllahIbnCabbas.GharibQuran,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0068CabdAllahIbnCabbas.GharibQuran.Zaydiyya0000300-ara1,OpenITI / KITAB Project,openiti_work_0068CabdAllahIbnCabbas.GharibQuran,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
