manuscript_id,work_id,institution,collection,shelfmark,catalog_title,catalog_url,digitized_url,iiif_manifest,folio_count,date,place,scribe,material,script,language,description,rights_statement,rights_url,download_allowed,local_hosting_allowed,attribution,image_resolution,ocr_available,rights_status,source_provider
MS0001ChicagoISAC.ISACMA154070FieldCT205_3b.IEDC1269-mpp1,NULL,معهد الدراسات المجتمعات القديمة,MS0001ChicagoISAC,ISACM A154070 (field no. CT-205/3b),MS0001ChicagoISAC.ISACMA154070FieldCT205_3b.IEDC1269-mpp1,NULL,NULL,NULL,NULL,NULL,شيكاغو,NULL,NULL,NULL,mpp,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0001PhiladelphiaPenn.PM37_33_21FieldCT135_5.IEDC1265-mpp1,NULL,متحف الآثار وعلم الانسان في جامعة پنسلفانيا,MS0001PhiladelphiaPenn,PM 37-33-21 (field no. CT-135/5),MS0001PhiladelphiaPenn.PM37_33_21FieldCT135_5.IEDC1265-mpp1,NULL,NULL,NULL,NULL,NULL,فيلادلفيا,NULL,NULL,NULL,mpp,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0001PhiladelphiaPenn.PM37_33_42FieldCT135_6.IEDC1266-mpp1,NULL,متحف الآثار وعلم الانسان في جامعة پنسلفانيا,MS0001PhiladelphiaPenn,PM 37-33-42 (field no. CT-135/6),MS0001PhiladelphiaPenn.PM37_33_42FieldCT135_6.IEDC1266-mpp1,NULL,NULL,NULL,NULL,NULL,فيلادلفيا,NULL,NULL,NULL,mpp,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0001PhiladelphiaPenn.PM37_33_50FieldCT135_4.IEDC1264-mpp1,NULL,متحف الآثار وعلم الانسان في جامعة پنسلفانيا,MS0001PhiladelphiaPenn,PM 37-33-50 (field no. CT-135/4),MS0001PhiladelphiaPenn.PM37_33_50FieldCT135_4.IEDC1264-mpp1,NULL,NULL,NULL,NULL,NULL,فيلادلفيا,NULL,NULL,NULL,mpp,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0001PhiladelphiaPenn.PM37_33_52FieldCT135_2.IEDC1263-mpp1,NULL,متحف الآثار وعلم الانسان في جامعة پنسلفانيا,MS0001PhiladelphiaPenn,PM 37-33-52 (field no. CT-135/2),MS0001PhiladelphiaPenn.PM37_33_52FieldCT135_2.IEDC1263-mpp1,NULL,NULL,NULL,NULL,NULL,فيلادلفيا,NULL,NULL,NULL,mpp,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0001PhiladelphiaPenn.PM37_33_54FieldCT135_1.IEDC1262-mpp1,NULL,متحف الآثار وعلم الانسان في جامعة پنسلفانيا,MS0001PhiladelphiaPenn,PM 37-33-54 (field no. CT-135/1),MS0001PhiladelphiaPenn.PM37_33_54FieldCT135_1.IEDC1262-mpp1,NULL,NULL,NULL,NULL,NULL,فيلادلفيا,NULL,NULL,NULL,mpp,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0001PrincetonUL.Garett247B.SK202503-per1,NULL,مكتبة جامعت برينستون,MS0001PrincetonUL,Garett 247B,نظام التواریخ,NULL,NULL,NULL,NULL,NULL,برينستون، نيو جيرسي,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0001VirginiaPrivate.SimsWilliamsO.IEDC0001-bac1,NULL,مجموعة خاصة,MS0001VirginiaPrivate,Sims-Williams O,MS0001VirginiaPrivate.SimsWilliamsO.IEDC0001-bac1,NULL,NULL,NULL,NULL,NULL,فرجينيا,NULL,NULL,NULL,bac,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonBL.Or8212_166.IEDC1281-jup1,NULL,المكتبة البريطانية,MS0044LondonBL,Or.8212/166,MS0044LondonBL.Or8212_166.IEDC1281-jup1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,jup,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC10.IEDC0008-bac1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 10,MS0044LondonKhalili.DOC10.IEDC0008-bac1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,bac,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC112.IEDC0003-bac1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 112,MS0044LondonKhalili.DOC112.IEDC0003-bac1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,bac,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC113.IEDC0011-bac1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 113,MS0044LondonKhalili.DOC113.IEDC0011-bac1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,bac,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC114.IEDC0017-bac1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 114,MS0044LondonKhalili.DOC114.IEDC0017-bac1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,bac,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC115.IEDC0019-bac1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 115,MS0044LondonKhalili.DOC115.IEDC0019-bac1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,bac,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC116.IEDC0004-bac1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 116,MS0044LondonKhalili.DOC116.IEDC0004-bac1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,bac,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC117.IEDC0005-bac1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 117,MS0044LondonKhalili.DOC117.IEDC0005-bac1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,bac,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC11AR14.IEDC0056-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 11 [AR 14],MS0044LondonKhalili.DOC11AR14.IEDC0056-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC12AR11.IEDC0046-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 12 [AR 11],MS0044LondonKhalili.DOC12AR11.IEDC0046-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC13AR15.IEDC0032-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 13 [AR 15],MS0044LondonKhalili.DOC13AR15.IEDC0032-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC14AR28.IEDC0050-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 14 [AR 28],MS0044LondonKhalili.DOC14AR28.IEDC0050-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC151.IEDC1222-per1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 151,MS0044LondonKhalili.DOC151.IEDC1222-per1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC152Rectoa.IEDC1226-per1,NULL,مجموعة الخليلي,MS0044LondonKhalili,"DOC 152, recto (a)",MS0044LondonKhalili.DOC152Rectoa.IEDC1226-per1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC152Rectob.IEDC1225-per1,NULL,مجموعة الخليلي,MS0044LondonKhalili,"DOC 152, recto (b)",MS0044LondonKhalili.DOC152Rectob.IEDC1225-per1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC152Verso.IEDC1223-per1,NULL,مجموعة الخليلي,MS0044LondonKhalili,"DOC 152, verso",MS0044LondonKhalili.DOC152Verso.IEDC1223-per1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC15AR23.IEDC0036-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 15 [AR 23],MS0044LondonKhalili.DOC15AR23.IEDC0036-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC16AR24.IEDC0049-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 16 [AR 24],MS0044LondonKhalili.DOC16AR24.IEDC0049-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC17AR3.IEDC0043-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 17 [AR 3],MS0044LondonKhalili.DOC17AR3.IEDC0043-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC18AR27.IEDC0029-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 18 [AR 27],MS0044LondonKhalili.DOC18AR27.IEDC0029-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC19AR1.IEDC0031-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 19 [AR 1],MS0044LondonKhalili.DOC19AR1.IEDC0031-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0044LondonKhalili.DOC20AR26.IEDC0044-ara1,NULL,مجموعة الخليلي,MS0044LondonKhalili,DOC 20 [AR 26],MS0044LondonKhalili.DOC20AR26.IEDC0044-ara1,NULL,NULL,NULL,NULL,NULL,لندن,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
